Year,Month,Major Group Name,Group Name,Sub Group Name,Sub-Sub Group Name,Item Name,IndexValue
2025,June,Wholesale Price Index,*,*,*,*,153.8
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,*,204.4
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,*,197.0
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),*,*,203.0
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Rajma,230.5
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Peas/chawali,194.9
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Urad,199.7
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Masur,188.5
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Moong,184.9
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Arhar,205.6
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Pulses,Gram,196.4
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Ragi,315.7
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Barley,213.9
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Maize,208.0
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Bajra,240.2
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Jowar,197.1
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Wheat,206.5
2025,June,Primary articles,Food articles,Food grains (cereals+pulses),Cereals,Paddy,199.8
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,*,219.2
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,*,204.1
2025,June,Primary articles,Food articles,Fruits & vegetables,*,*,212.2
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Walnut,225.2
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Almonds,250.7
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Pear,135.1
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Jackfruit,95.3
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Amla,301.5
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Pomengranate,110.6
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Mosambi (sweet orange),198.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Sapota,201.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Lemon,242.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Litchi,171.6
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Guava,431.4
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Pineapple,209.1
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Grapes,0.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Papaya,90.1
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Coconut (fresh),388.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Cashew nut,171.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Orange,272.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Apple,187.5
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Mango,170.8
2025,June,Primary articles,Food articles,Fruits & vegetables,Fruits,Banana,182.2
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Drumstick,236.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Pumpkin,130.1
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Beans,238.7
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Bottle gourd,163.2
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Bitter gourd,208.4
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Pointed gourd,116.1
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Cucumber,183.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Radish,240.8
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Carrot,192.1
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Cabbage,138.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Okra (lady finger),114.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Brinjal,257.5
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Cauliflower,0.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Tomato,277.4
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Peas (green),0.0
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Ginger (fresh),193.2
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Tapioca,285.9
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Onion,185.7
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Sweet potato,94.4
2025,June,Primary articles,Food articles,Fruits & vegetables,Vegetables,Potato,231.4
2025,June,Primary articles,Food articles,Milk,*,*,189.7
2025,June,Primary articles,Food articles,Milk,*,Milk,189.7
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,*,174.0
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Pork,227.3
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Poultry chicken,153.5
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Beef and buffalo meat,180.7
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Mutton,179.8
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Fish-marine,191.8
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Fish-inland,166.1
2025,June,Primary articles,Food articles,"Eggs,meat & fish",*,Egg,179.5
2025,June,Primary articles,Food articles,Condiments & spices,*,*,199.5
2025,June,Primary articles,Food articles,Condiments & spices,*,Tamarind,156.0
2025,June,Primary articles,Food articles,Condiments & spices,*,Coriander,207.8
2025,June,Primary articles,Food articles,Condiments & spices,*,Garlic,145.2
2025,June,Primary articles,Food articles,Condiments & spices,*,Cumin,167.8
2025,June,Primary articles,Food articles,Condiments & spices,*,Betelnut/arecanut,268.5
2025,June,Primary articles,Food articles,Condiments & spices,*,Ginger (dry),460.8
2025,June,Primary articles,Food articles,Condiments & spices,*,Cardamom,287.0
2025,June,Primary articles,Food articles,Condiments & spices,*,Turmeric,192.2
2025,June,Primary articles,Food articles,Condiments & spices,*,Chillies (dry),148.6
2025,June,Primary articles,Food articles,Condiments & spices,*,Black pepper,219.6
2025,June,Primary articles,Food articles,Other food articles,*,*,222.8
2025,June,Primary articles,Food articles,Other food articles,*,Sugarcane,234.2
2025,June,Primary articles,Food articles,Other food articles,*,Betel leaves,163.3
2025,June,Primary articles,Food articles,Other food articles,*,Coffee,286.6
2025,June,Primary articles,Food articles,Other food articles,*,Tea,187.9
2025,June,Primary articles,Food articles,*,*,*,197.8
2025,June,Primary articles,Non-food articles,Fibres,*,*,163.2
2025,June,Primary articles,Non-food articles,Fibres,*,Coir fibre,129.2
2025,June,Primary articles,Non-food articles,Fibres,*,Raw silk,194.5
2025,June,Primary articles,Non-food articles,Fibres,*,Raw wool,207.3
2025,June,Primary articles,Non-food articles,Fibres,*,Mesta,189.4
2025,June,Primary articles,Non-food articles,Fibres,*,Raw jute,284.5
2025,June,Primary articles,Non-food articles,Fibres,*,Raw cotton,148.5
2025,June,Primary articles,Non-food articles,Oil seeds,*,*,190.6
2025,June,Primary articles,Non-food articles,Oil seeds,*,Soyabean,194.5
2025,June,Primary articles,Non-food articles,Oil seeds,*,Sunflower,140.2
2025,June,Primary articles,Non-food articles,Oil seeds,*,Safflower (kardi seed),290.9
2025,June,Primary articles,Non-food articles,Oil seeds,*,Niger seed,307.9
2025,June,Primary articles,Non-food articles,Oil seeds,*,Castor seed,122.7
2025,June,Primary articles,Non-food articles,Oil seeds,*,Linseed,192.2
2025,June,Primary articles,Non-food articles,Oil seeds,*,Gingelly seed (sesamum),199.8
2025,June,Primary articles,Non-food articles,Oil seeds,*,Copra (coconut),315.6
2025,June,Primary articles,Non-food articles,Oil seeds,*,Cotton seed,186.4
2025,June,Primary articles,Non-food articles,Oil seeds,*,Rape & mustard seed,197.6
2025,June,Primary articles,Non-food articles,Oil seeds,*,Groundnut seed,170.4
2025,June,Primary articles,Non-food articles,Other non-food articles,*,*,137.7
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Fodder,206.8
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Industrial wood,117.4
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Raw rubber,95.7
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Gaur seed,118.5
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Tobacco,113.6
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Tanning materials,73.3
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Skins (raw),93.4
2025,June,Primary articles,Non-food articles,Other non-food articles,*,Hides (raw),102.5
2025,June,Primary articles,Non-food articles,Floriculture,*,*,210.9
2025,June,Primary articles,Non-food articles,Floriculture,*,Marigold,141.5
2025,June,Primary articles,Non-food articles,Floriculture,*,Jasmine,418.9
2025,June,Primary articles,Non-food articles,Floriculture,*,Rose,181.1
2025,June,Primary articles,Non-food articles,*,*,*,160.9
2025,June,Primary articles,Minerals,Metallic minerals,*,*,223.9
2025,June,Primary articles,Minerals,Metallic minerals,*,Lead concentrate,388.7
2025,June,Primary articles,Minerals,Metallic minerals,*,Copper concentrate,268.7
2025,June,Primary articles,Minerals,Metallic minerals,*,Iron ore,141.6
2025,June,Primary articles,Minerals,Metallic minerals,*,Manganese ore,160.5
2025,June,Primary articles,Minerals,Metallic minerals,*,Zinc concentrate,477.6
2025,June,Primary articles,Minerals,Metallic minerals,*,Chromite,110.6
2025,June,Primary articles,Minerals,Metallic minerals,*,Bauxite,235.8
2025,June,Primary articles,Minerals,Other minerals,*,*,258.1
2025,June,Primary articles,Minerals,Other minerals,*,Sillimanite,160.9
2025,June,Primary articles,Minerals,Other minerals,*,Garnet,384.5
2025,June,Primary articles,Minerals,Other minerals,*,Limestone,269.0
2025,June,Primary articles,Minerals,Other minerals,*,Phosphorite,250.3
2025,June,Primary articles,Minerals,*,*,*,231.5
2025,June,Primary articles,Crude petroleum & natural gas,*,*,*,136.8
2025,June,Primary articles,Crude petroleum & natural gas,*,*,Natural gas,220.4
2025,June,Primary articles,Crude petroleum & natural gas,*,*,Crude petroleum,116.8
2025,June,Primary articles,*,*,*,*,185.8
2025,June,Fuel & power,Coal,Coking coal,*,*,146.4
2025,June,Fuel & power,Coal,Coking coal,*,Coking coal,146.4
2025,June,Fuel & power,Coal,Non-coking coal,*,*,126.6
2025,June,Fuel & power,Coal,Non-coking coal,*,) non-coking coal g15 to g17 [gcv < 3100 kcal/kg.],127.2
2025,June,Fuel & power,Coal,Non-coking coal,*,) non-coking coal g7 to g14 [gcv 3100 kcal/kg. to 5500 kcal/kg.],144.4
2025,June,Fuel & power,Coal,Non-coking coal,*,) non-coking coal g1 to g6 [gcv exceeding 5500 kcal/kg.],95.1
2025,June,Fuel & power,Coal,Lignite,*,*,227.3
2025,June,Fuel & power,Coal,Lignite,*,Lignite,227.3
2025,June,Fuel & power,Coal,*,*,*,136.9
2025,June,Fuel & power,Mineral oils,*,*,*,146.7
2025,June,Fuel & power,Mineral oils,*,*,Petroleum coke,185.4
2025,June,Fuel & power,Mineral oils,*,*,Lube oils,189.1
2025,June,Fuel & power,Mineral oils,*,*,Furnace oil,129.9
2025,June,Fuel & power,Mineral oils,*,*,Bitumen,136.2
2025,June,Fuel & power,Mineral oils,*,*,Naphtha,118.5
2025,June,Fuel & power,Mineral oils,*,*,Hsd,157.5
2025,June,Fuel & power,Mineral oils,*,*,Atf,124.9
2025,June,Fuel & power,Mineral oils,*,*,Kerosene,254.4
2025,June,Fuel & power,Mineral oils,*,*,Petrol,143.7
2025,June,Fuel & power,Mineral oils,*,*,Lpg,118.8
2025,June,Fuel & power,Electricity,*,*,*,137.8
2025,June,Fuel & power,Electricity,*,*,Electricity,137.8
2025,June,Fuel & power,*,*,*,*,143.0
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of meat,*,*,158.2
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of meat,*,"Chicken/duck, dressed - fresh/frozen",153.1
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of meat,*,"Other meats, preserved/processed",204.0
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of meat,*,"Meat of goat, fresh or chilled",131.2
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of meat,*,"Buffalo meat, fresh/frozen",157.7
2025,June,Manufactured products,Manufacture of food products,"Processing and preserving of fish, crustaceans and molluscs and products thereof",*,*,146.2
2025,June,Manufactured products,Manufacture of food products,"Processing and preserving of fish, crustaceans and molluscs and products thereof",*,Fish frozen/canned/processed,151.1
2025,June,Manufactured products,Manufacture of food products,"Processing and preserving of fish, crustaceans and molluscs and products thereof",*,Shrimps/prawns - processed/frozen,135.1
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of fruit and vegetables,*,*,135.7
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of fruit and vegetables,*,"Sauces of vegetables (tomato, chilli, soya & others)",129.5
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of fruit and vegetables,*,"Jams, jellies, marmalades and puree",179.0
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of fruit and vegetables,*,Fruit pulp,130.8
2025,June,Manufactured products,Manufacture of food products,Processing and preserving of fruit and vegetables,*,Fruit juice including concentrates,121.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,*,182.6
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Cotton seed oil,160.5
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Copra oil,264.9
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Rapeseed oil,168.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Palm oil,194.9
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Rice bran oil,176.6
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Castor oil,157.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Groundnut oil,160.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Sunflower oil,160.4
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Soyabean oil,166.6
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Mustard oil,204.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of vegetable and animal oils and fats,*,Vanaspati,176.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of dairy products,*,*,183.9
2025,June,Manufactured products,Manufacture of food products,Manufacture of dairy products,*,Powder milk,169.6
2025,June,Manufactured products,Manufacture of food products,Manufacture of dairy products,*,Ice cream,161.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of dairy products,*,Butter,186.4
2025,June,Manufactured products,Manufacture of food products,Manufacture of dairy products,*,Ghee,191.0
2025,June,Manufactured products,Manufacture of food products,Manufacture of dairy products,*,Condensed milk,168.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,*,185.5
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Rice products,206.5
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Basmati rice,150.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,"Rice, non-basmati",191.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Gram powder (besan),186.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,"Flour of cereals other than rice, wheat etc.",258.4
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Sooji (rawa ),190.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Wheat bran,222.0
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Wheat flour (atta),198.9
2025,June,Manufactured products,Manufacture of food products,Manufacture of grain mill products,*,Maida,201.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of starches and starch products,*,*,154.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of starches and starch products,*,Vegetable starch,154.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of bakery products,*,*,176.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of bakery products,*,"Cakes, pastries & muffins",194.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of bakery products,*,"Bread, buns & croissant",219.5
2025,June,Manufactured products,Manufacture of food products,Manufacture of bakery products,*,"Biscuit, cookies",165.0
2025,June,Manufactured products,Manufacture of food products,"Manufacture of sugar, molasses & honey",*,*,143.2
2025,June,Manufactured products,Manufacture of food products,"Manufacture of sugar, molasses & honey",*,Honey,174.1
2025,June,Manufactured products,Manufacture of food products,"Manufacture of sugar, molasses & honey",*,Gur,159.7
2025,June,Manufactured products,Manufacture of food products,"Manufacture of sugar, molasses & honey",*,Bagasse,149.9
2025,June,Manufactured products,Manufacture of food products,"Manufacture of sugar, molasses & honey",*,Molasses,161.8
2025,June,Manufactured products,Manufacture of food products,"Manufacture of sugar, molasses & honey",*,Sugar,141.5
2025,June,Manufactured products,Manufacture of food products,"Manufacture of cocoa, chocolate and sugar confectionery",*,*,178.7
2025,June,Manufactured products,Manufacture of food products,"Manufacture of cocoa, chocolate and sugar confectionery",*,Sugar confectionary,137.3
2025,June,Manufactured products,Manufacture of food products,"Manufacture of cocoa, chocolate and sugar confectionery",*,Chocolate & cocoa powder,212.1
2025,June,Manufactured products,Manufacture of food products,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",*,*,159.7
2025,June,Manufactured products,Manufacture of food products,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",*,Noodles & similar extruded products,159.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of tea & coffee products,*,*,201.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of tea & coffee products,*,Coffee powder with chicory,235.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of tea & coffee products,*,Instant coffee,241.3
2025,June,Manufactured products,Manufacture of food products,Manufacture of tea & coffee products,*,Processed tea,197.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of processed condiments & salt,*,*,189.4
2025,June,Manufactured products,Manufacture of food products,Manufacture of processed condiments & salt,*,Salt,165.5
2025,June,Manufactured products,Manufacture of food products,Manufacture of processed condiments & salt,*,Spices (including mixed spices),194.1
2025,June,Manufactured products,Manufacture of food products,Manufacture of processed ready to eat food,*,*,156.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of processed ready to eat food,*,Instant food/prepared meals based on vegetables,156.2
2025,June,Manufactured products,Manufacture of food products,Manufacture of health supplements,*,*,189.4
2025,June,Manufactured products,Manufacture of food products,Manufacture of health supplements,*,Whey powder,151.5
2025,June,Manufactured products,Manufacture of food products,Manufacture of health supplements,*,Corn flake,197.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of prepared animal feeds,*,*,199.6
2025,June,Manufactured products,Manufacture of food products,Manufacture of prepared animal feeds,*,Mustard oil cake,184.8
2025,June,Manufactured products,Manufacture of food products,Manufacture of prepared animal feeds,*,Cotton seed oil cake,201.7
2025,June,Manufactured products,Manufacture of food products,Manufacture of prepared animal feeds,*,Soya preparations excluding oil,154.6
2025,June,Manufactured products,Manufacture of food products,Manufacture of prepared animal feeds,*,Rice bran extract,185.4
2025,June,Manufactured products,Manufacture of food products,Manufacture of prepared animal feeds,*,Gola & similar cattle feed,206.2
2025,June,Manufactured products,Manufacture of food products,*,*,*,177.5
2025,June,Manufactured products,Manufacture of beverages,Manufacture of wines & spirits,*,*,138.7
2025,June,Manufactured products,Manufacture of beverages,Manufacture of wines & spirits,*,Rectified spirit,188.5
2025,June,Manufactured products,Manufacture of beverages,Manufacture of wines & spirits,*,Wine,128.4
2025,June,Manufactured products,Manufacture of beverages,Manufacture of wines & spirits,*,Spirits,127.6
2025,June,Manufactured products,Manufacture of beverages,Manufacture of malt liquors and malt,*,*,139.4
2025,June,Manufactured products,Manufacture of beverages,Manufacture of malt liquors and malt,*,Country liquor,143.4
2025,June,Manufactured products,Manufacture of beverages,Manufacture of malt liquors and malt,*,Beer,137.9
2025,June,Manufactured products,Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,*,*,127.8
2025,June,Manufactured products,Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,*,Bottled mineral water,127.3
2025,June,Manufactured products,Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,*,Aerated drinks/soft drinks (incl. soft drink concentrates),127.9
2025,June,Manufactured products,Manufacture of beverages,*,*,*,135.6
2025,June,Manufactured products,Manufacture of tobacco products,Manufacture of tobacco products,*,*,181.1
2025,June,Manufactured products,Manufacture of tobacco products,Manufacture of tobacco products,*,Other tobacco products,155.4
2025,June,Manufactured products,Manufacture of tobacco products,Manufacture of tobacco products,*,Biri,228.4
2025,June,Manufactured products,Manufacture of tobacco products,Manufacture of tobacco products,*,Cigarette,185.7
2025,June,Manufactured products,Manufacture of tobacco products,*,*,*,181.1
2025,June,Manufactured products,Manufacture of textiles,Preparation and spinning of textile fibres,*,*,120.3
2025,June,Manufactured products,Manufacture of textiles,Preparation and spinning of textile fibres,*,Texturised and twisted yarn,109.5
2025,June,Manufactured products,Manufacture of textiles,Preparation and spinning of textile fibres,*,Woollen yarn,120.8
2025,June,Manufactured products,Manufacture of textiles,Preparation and spinning of textile fibres,*,Viscose yarn,120.0
2025,June,Manufactured products,Manufacture of textiles,Preparation and spinning of textile fibres,*,Synthetic yarn,104.2
2025,June,Manufactured products,Manufacture of textiles,Preparation and spinning of textile fibres,*,Cotton yarn,130.9
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,*,160.6
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,Jute sacking cloth/gunny and hessian cloth,198.6
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,"Fabrics/cloth, rayon",150.0
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,"Fabric, polyethylene",122.9
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,"Cotton cloth (dyed, printed, or otherwise finished/processed)",154.5
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,Synthetic fabric others,121.2
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,Woollen woven cloth,140.7
2025,June,Manufactured products,Manufacture of textiles,Weaving & finishing of textiles,*,Cotton woven cloth,130.7
2025,June,Manufactured products,Manufacture of textiles,Manufacture of knitted and crocheted fabrics,*,*,125.2
2025,June,Manufactured products,Manufacture of textiles,Manufacture of knitted and crocheted fabrics,*,Cotton hosiery cloth,122.0
2025,June,Manufactured products,Manufacture of textiles,Manufacture of knitted and crocheted fabrics,*,Knitted fabrics of cotton,125.4
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,*,160.9
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Curtains,166.9
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Terry towel,154.1
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Cotton towel,180.9
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Cotton dyed/printed textile,146.9
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Quilts,144.3
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Blankets,85.3
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of made-up textile articles, except apparel",*,Bed linen/bed spread,158.5
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of cordage, rope, twine and netting",*,*,151.8
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of cordage, rope, twine and netting",*,Cordage/ropes/twines of jute and coir,156.2
2025,June,Manufactured products,Manufacture of textiles,"Manufacture of cordage, rope, twine and netting",*,Nylon rope,108.9
2025,June,Manufactured products,Manufacture of textiles,Manufacture of other textiles,*,*,132.1
2025,June,Manufactured products,Manufacture of textiles,Manufacture of other textiles,*,Carpets and other floor coverings of textiles,162.1
2025,June,Manufactured products,Manufacture of textiles,Manufacture of other textiles,*,Tyre cord fabric,79.4
2025,June,Manufactured products,Manufacture of textiles,*,*,*,136.6
2025,June,Manufactured products,Manufacture of wearing apparel,"Manufacture of wearing apparel (woven), except fur apparel",*,*,153.7
2025,June,Manufactured products,Manufacture of wearing apparel,"Manufacture of wearing apparel (woven), except fur apparel",*,Leather garments incl. jackets,111.3
2025,June,Manufactured products,Manufacture of wearing apparel,"Manufacture of wearing apparel (woven), except fur apparel",*,"Men/boys suits, coats and jackets",148.8
2025,June,Manufactured products,Manufacture of wearing apparel,"Manufacture of wearing apparel (woven), except fur apparel",*,Trouser/pants made of cotton and/or man-made fibre,154.8
2025,June,Manufactured products,Manufacture of wearing apparel,"Manufacture of wearing apparel (woven), except fur apparel",*,Shirts/half shirts of cotton and/or man-made fibre,166.8
2025,June,Manufactured products,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,*,*,160.5
2025,June,Manufactured products,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,*,"Hosiery goods, others cotton",119.0
2025,June,Manufactured products,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,*,"Babies garments, knitted",168.1
2025,June,Manufactured products,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,*,"Shawls and scarves, knitted",199.7
2025,June,Manufactured products,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,*,"Cardigans and pullovers, knitted",115.9
2025,June,Manufactured products,Manufacture of wearing apparel,*,*,*,155.6
2025,June,Manufactured products,Manufacture of leather and related products,Tanning and dressing of leather; dressing and dyeing of fur,*,*,112.3
2025,June,Manufactured products,Manufacture of leather and related products,Tanning and dressing of leather; dressing and dyeing of fur,*,Chrome tanned leather,112.3
2025,June,Manufactured products,Manufacture of leather and related products,Tanning and dressing of leather; dressing and dyeing of fur,*,Vegetable tanned leather,102.6
2025,June,Manufactured products,Manufacture of leather and related products,"Manufacture of luggage, handbags, saddlery and harness",*,*,141.3
2025,June,Manufactured products,Manufacture of leather and related products,"Manufacture of luggage, handbags, saddlery and harness",*,Gloves of leather,138.2
2025,June,Manufactured products,Manufacture of leather and related products,"Manufacture of luggage, handbags, saddlery and harness",*,"Harness, saddles & other related items",135.8
2025,June,Manufactured products,Manufacture of leather and related products,"Manufacture of luggage, handbags, saddlery and harness",*,Belt & other articles of leather,139.4
2025,June,Manufactured products,Manufacture of leather and related products,"Manufacture of luggage, handbags, saddlery and harness",*,"Travel goods, handbags, office bags, etc.",144.3
2025,June,Manufactured products,Manufacture of leather and related products,Manufacture of footwear,*,*,131.2
2025,June,Manufactured products,Manufacture of leather and related products,Manufacture of footwear,*,Waterproof footwear,133.9
2025,June,Manufactured products,Manufacture of leather and related products,Manufacture of footwear,*,Plastic/pvc chappals,139.7
2025,June,Manufactured products,Manufacture of leather and related products,Manufacture of footwear,*,Canvas shoes,154.5
2025,June,Manufactured products,Manufacture of leather and related products,Manufacture of footwear,*,Athletic/sport shoes,107.8
